C65EA868-BDDA-497A-AA13-169D18256659,05D31E63-1217-4F87-9D22-F477D0F19A56,,A- ,3.7,1,2021-10-20 04:41:17,2021-10-20 14:27:03.837000,0,2021-10-20 14:27:03.837000,F211832B-53B1-4D14-B499-B85BE87073B5,600474331
53600132-606E-4D37-A881-16A0D3F7F726,09310156-E2CE-4C06-8725-051E16BD6516,,B+ ,3.3,1,2021-10-20 03:01:41,2021-10-20 14:27:03.837000,0,2021-10-20 14:27:03.837000,F211832B-53B1-4D14-B499-B85BE87073B5,347520577
53600132-606E-4D37-A881-16A0D3F7F726,075AB203-A019-44AE-B2C3-20A3E3FADC4D,,B+ ,3.3,1,2021-10-20 03:38:06,2021-10-20 14:27:03.837000,0,2021-10-20 14:27:03.837000,F211832B-53B1-4D14-B499-B85BE87073B5,-194239979
53600132-606E-4D37-A881-16A0D3F7F726,045DA574-2135-42B2-A672-8B665990D1DC,,B- ,2.7,1,2021-10-20 03:10:29,2021-10-20 14:27:03.837000,0,2021-10-20 14:27:03.837000,F211832B-53B1-4D14-B499-B85BE87073B5,1088730949
53600132-606E-4D37-A881-16A0D3F7F726,0782EDD8-701C-46FE-83E6-DC21B14CB55E,,C+ ,2.3,1,2021-10-20 08:44:37,2021-10-20 20:13:32.837000,0,2021-10-20 20:13:32.837000,F211832B-53B1-4D14-B499-B85BE87073B5,-1233042035
C57A2CB2-BC7D-4EFE-AC4F-20A713F7D885,00F04C69-59BE-4FA7-A221-A706AADE9AFF,,A- ,3.7,1,2021-10-20 08:08:15,2021-10-20 20:13:32.837000,0,2021-10-20 20:13:32.837000,F211832B-53B1-4D14-B499-B85BE87073B5,147656777
C46BCF83-0B23-4F21-94B1-20C8EDC737B7,05D31E63-1217-4F87-9D22-F477D0F19A56,,A- ,3.7,1,2021-10-18 16:49:03,2021-10-20 14:27:03.837000,0,2021-10-20 14:27:03.837000,F211832B-53B1-4D14-B499-B85BE87073B5,-963071585
13AEB513-C572-4648-9568-2E795DEB7698,05035237-558E-4D7D-A339-E0D49844F272,,C+ ,2.3,1,2021-10-20 07:11:23,2021-10-20 14:27:03.837000,0,2021-10-20 14:27:03.837000,F211832B-53B1-4D14-B499-B85BE87073B5,-1411106503
13AEB513-C572-4648-9568-2E795DEB7698,028CCCAA-145E-4547-889E-E20FB38B596D,,A  ,4.0,1,2021-10-20 07:10:47,2021-10-20 14:27:03.837000,0,2021-10-20 14:27:03.837000,F211832B-53B1-4D14-B499-B85BE87073B5,-1810512575
7065E1AA-DD0B-4A56-BDD1-2E79EF7C2D52,05035237-558E-4D7D-A339-E0D49844F272,,D  ,1.0,1,2021-10-20 07:11:25,2021-10-20 14:27:03.837000,0,2021-10-20 14:27:03.837000,F211832B-53B1-4D14-B499-B85BE87073B5,1304122858
A259D47D-A676-4908-B7EC-2E7F3AB3BD1A,026C7856-6EFA-4BD8-A6A7-EB65DA904223,,A- ,3.7,1,2021-10-20 09:02:14,2021-10-20 20:13:32.837000,0,2021-10-20 20:13:32.837000,F211832B-53B1-4D14-B499-B85BE87073B5,-199750910
792F1B68-AD56-4368-91F5-3DE1EA55DB21,0A3C5533-D785-47D6-BD38-3AE3E8F13788,,A  ,4.0,1,2021-10-19 07:15:51,2021-10-20 14:27:03.837000,0,2021-10-20 14:27:03.837000,F211832B-53B1-4D14-B499-B85BE87073B5,1704569166
23A6DDDF-6782-46B5-8CA6-50670053FF2F,075AB203-A019-44AE-B2C3-20A3E3FADC4D,,C+ ,2.3,1,2021-10-18 21:07:18,2021-10-20 14:27:03.837000,0,2021-10-20 14:27:03.837000,F211832B-53B1-4D14-B499-B85BE87073B5,-845858299
0B7D4235-73CB-4773-BFA1-507142CAF2D3,06BBE618-0BCF-4CB9-AC42-48EDC0CF5E7C,,A  ,4.0,1,2021-10-19 03:08:56,2021-10-20 14:27:03.837000,0,2021-10-20 14:27:03.837000,F211832B-53B1-4D14-B499-B85BE87073B5,1031006371
0B7D4235-73CB-4773-BFA1-507142CAF2D3,03E7DA4A-E1DA-4E24-B5BF-9272EB1667F5,,A  ,4.0,1,2021-10-19 03:09:02,2021-10-20 14:27:03.837000,0,2021-10-20 14:27:03.837000,F211832B-53B1-4D14-B499-B85BE87073B5,-869103646
0B7D4235-73CB-4773-BFA1-507142CAF2D3,0075A606-C4F7-4790-9FDC-A55234AFA560,,A- ,3.7,1,2021-10-19 03:07:23,2021-10-20 14:27:03.837000,0,2021-10-20 14:27:03.837000,F211832B-53B1-4D14-B499-B85BE87073B5,-1072304908
E8CABC5E-97FA-4A9B-AA39-61DCB73BBA6E,09310156-E2CE-4C06-8725-051E16BD6516,,A- ,3.7,1,2021-10-19 22:03:14,2021-10-20 20:13:32.837000,0,2021-10-20 20:13:32.837000,F211832B-53B1-4D14-B499-B85BE87073B5,-1247219029
E8CABC5E-97FA-4A9B-AA39-61DCB73BBA6E,075AB203-A019-44AE-B2C3-20A3E3FADC4D,,B  ,3.0,1,2021-10-19 22:48:22,2021-10-20 20:13:32.837000,0,2021-10-20 20:13:32.837000,F211832B-53B1-4D14-B499-B85BE87073B5,-254319427
E8CABC5E-97FA-4A9B-AA39-61DCB73BBA6E,045DA574-2135-42B2-A672-8B665990D1DC,,C+ ,2.3,1,2021-10-19 22:14:02,2021-10-20 20:13:32.837000,0,2021-10-20 20:13:32.837000,F211832B-53B1-4D14-B499-B85BE87073B5,25767752
