2A65F6DE-7CDC-4536-A67B-0C38FD4AB627,CC5C3ABF-DEB4-423C-A0AE-B49500E86718,36182109-F0BB-4706-A1BF-1E3AF1160AD9,,A- ,3.7
2A65F6DE-7CDC-4536-A67B-0C38FD4AB627,CC5C3ABF-DEB4-423C-A0AE-B49500E86718,C3CB244A-90CD-4FB6-A758-2F2366D10C61,,B+ ,3.3
CB289B9D-8F02-4507-B458-4AE141D396C0,7342029A-935E-4663-9C23-499AC1F208F0,3E3000C9-29D5-43B0-A185-C2193C57BCDB,,A  ,4.0
C9450B5A-7A47-46C4-B48D-F42516039EFF,91A175B1-BBC3-45DA-B216-2199F71C5574,014BAD47-FC05-4807-9A29-0BD29ACD72B2,,C  ,2.0
C9450B5A-7A47-46C4-B48D-F42516039EFF,91A175B1-BBC3-45DA-B216-2199F71C5574,76F0AE34-AECE-49FE-9DD0-639254559CDA,,E  ,0.0
B6414129-D184-4C0E-B734-39177CE599F7,9047F554-8CAB-4FAD-ABC5-E37D3DBB9F20,A00E83F0-0A70-455A-B98F-16EA51C8CC5D,,A- ,3.7
B6414129-D184-4C0E-B734-39177CE599F7,9047F554-8CAB-4FAD-ABC5-E37D3DBB9F20,D1B0EEA4-7A2A-44F5-83CE-1C4EE77FEA64,,C  ,2.0
B6414129-D184-4C0E-B734-39177CE599F7,9047F554-8CAB-4FAD-ABC5-E37D3DBB9F20,13581C9D-F434-4AFE-81A9-36633D409E16,,C  ,2.0
B6414129-D184-4C0E-B734-39177CE599F7,9047F554-8CAB-4FAD-ABC5-E37D3DBB9F20,51DA90DC-D5B3-4ECE-AAE4-53397925A47B,,C  ,2.0
B6414129-D184-4C0E-B734-39177CE599F7,9047F554-8CAB-4FAD-ABC5-E37D3DBB9F20,130F9942-7F7B-4831-BFE1-899BB9FA7795,,B+ ,3.3
B6414129-D184-4C0E-B734-39177CE599F7,9047F554-8CAB-4FAD-ABC5-E37D3DBB9F20,4747BC40-B85D-4B47-9979-9E773840FF89,,B+ ,3.3
B6414129-D184-4C0E-B734-39177CE599F7,9047F554-8CAB-4FAD-ABC5-E37D3DBB9F20,2DF1AFE0-589A-459E-A2D4-C1C8DFEBDCAA,,B+ ,3.3
BF902538-3743-4243-A692-6982EEF9B84E,C2CD87ED-3B0F-4EF6-8683-54543CFFDB8B,0B257763-DF9E-4B2C-BE28-07EDACC9772F,,A  ,4.0
BF902538-3743-4243-A692-6982EEF9B84E,C2CD87ED-3B0F-4EF6-8683-54543CFFDB8B,A00E83F0-0A70-455A-B98F-16EA51C8CC5D,,B+ ,3.3
25A0008E-C652-4C09-B48E-8275AAD5A621,68E2F44F-F58F-40BC-9EC0-57DBC5613206,014BAD47-FC05-4807-9A29-0BD29ACD72B2,,C+ ,2.3
